UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2016,6,1,Sex/gender : biology in a social world / Anne Fausto-Sterling.,,"Fausto-Sterling, Anne, 1944-","Sex differences, Gender identity, Sex differentiation, Intersexuality, Sex Biology, Sex role","Routledge,",2012.
Physical,Horizon,BOOK,2016,6,3,I want you to shut the f#ck up : how the audacity of dopes is ruining America / D.L. Hughley ; with Michael Malice.,,"Hughley, D. L. (Darryl L.), 1963-","American wit and humor, United States Politics and government Humor","Crown Archetype,",c2012.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"Blood Promise: Vampire Academy Series, Book 4 (unabridged)",,Richelle Mead,"Fantasy, Young Adult Fiction","Penguin Group (USA), Inc. - Audiobooks",2010
Physical,Horizon,BOOK,2016,6,1,House of psychotic women : an autobiographical topography of female neurosis in horror and exploitation films / Kier-La Janisse.,,"Janisse, Kier-La","Horror films, Women in motion pictures, Mental illness in motion pictures","Fab Press,",2012.
Digital,OverDrive,EBOOK,2016,6,1,Secret Agent X,,Jim Davis,"Comic and Graphic Books, Juvenile Fiction",Macmillan Publishers,2015
Physical,Horizon,BOOK,2016,6,5,Rites of passage : a memoir of the sixties in Seattle / Walt Crowley.,,"Crowley, Walt","Crowley Walt, Popular culture Washington State Seattle History 20th century, Seattle Wash Social life and customs, Seattle Wash Biography, United States History 1961 1969","University of Washington Press,",c1995.
Physical,Horizon,BOOK,2016,6,1,The natural history of bumblebees : a sourcebook for investigations / Carol A. Kearns and James D. Thomson.,,"Kearns, Carol Ann, 1955-",Bumblebees Observers manuals,"University Press of Colorado,",c2001.
Digital,OverDrive,EBOOK,2016,6,1,Training Daze: A Companion Novella to the Kris Longknife Series:A Penguin eSpecial from ACE,,Mike Shepherd,"Fiction, Science Fiction","Penguin Group (USA), Inc.",2013
Digital,OverDrive,AUDIOBOOK,2016,6,3,"Daja's Book: Circle of Magic Series, Book 3 (unabridged)",,Tamora Pierce,"Fantasy, Young Adult Fiction",Full Cast Audio,2006
Digital,OverDrive,EBOOK,2016,6,9,Confess: A Novel,,Colleen Hoover,"Fiction, Romance","Simon & Schuster, Inc.",2015
Physical,Horizon,VIDEODISC,2016,6,1,Have gun-- will travel. The complete third season [videorecording] / CBS Television Network.,,,"Detectives California San Francisco Drama, Bodyguards Drama, Bounty hunters Drama, Television series, Western television programs, Fiction television programs, Video recordings for the hearing impaired","Paramount Home Entertainment,",[2005]
Physical,Horizon,SOUNDDISC,2016,6,2,Winnie the Pooh [sound recording] / original songs by Kristen Anderson-Lopez and Robert Lopez ; original score by Henry Jackman.,,,"Motion picture music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Motion picture music, Songs","Walt Disney Records,",p2011.
Physical,Horizon,BOOK,2016,6,1,"Torn music : rejected film scores, a selected history / by Gergely Hubai.",,"Hubai, Gergely, 1984-",Motion picture music History and criticism,"Silman-James Press,",c2012.
Digital,Freegal,SONG,2016,6,1,Election Forum,,Monty Python,,,
Physical,Horizon,BOOK,2016,6,2,"Shell shocked : my life with the Turtles, Flo & Eddie, and Frank Zappa, etc. . . . / Howard Kaylan with Jeff Tamarkin.",,"Kaylan, Howard","Kaylan Howard, Rock musicians United States Biography, Flo Eddie Musical group, Turtles Musical group, Mothers of Invention","Backbeat Books,",2013.
Physical,Horizon,BOOK,2016,6,6,Duck soup / Jackie Urbanovic.,,"Urbanovic, Jackie","Ducks Fiction, Animals Fiction, Cooking Juvenile fiction, Friendship Fiction","HarperCollins,",2008.
Digital,OverDrive,EBOOK,2016,6,1,The Day of the Jackal,,Frederick Forsyth,"Fiction, Suspense, Thriller","Penguin Group (USA), Inc.",2013
Physical,Horizon,BOOK,2016,6,2,Little Lola / by Julie Saab ; pictures by David Gothard.,,"Saab, Julie","Cats Juvenile fiction, Schools Fiction, Schools Juvenile fiction","Greenwillow Books, an imprint of HarperCollinsPublishers,",[2014]
Physical,Horizon,VIDEODISC,2016,6,2,"Â la verticale de l'été [videorecording] = Mùa hè chiēu thang dúng = The vertical ray of the sun / Sony Pictures Classics ; Lazennec ; en coproduction avec le Studio Canal+, Arte France Cinema ; et de ZDF/Arte, Hãng Phim Truỹen Viẽt Nam ; produit par Christophe Rossignon ; un film de Trân Anh Hûng.",,,"Families Drama, Man woman relationships Drama, Adultery Drama, Vietnam Drama, Feature films, Fiction films","Les Productions Lazennec ; Sony Pictures Home Entertainment,","c2000, 2001."
Physical,Horizon,SOUNDDISC,2016,6,2,Planes [sound recording] : an original Walt Disney Records soundtrack / original score composed by Mark Mancina.,,"Mancina, Mark","Motion picture music Juvenile sound recordings, Motion picture music","Walt Disney Records,",p2013.
Digital,Freegal,SONG,2016,6,1,Close My Eyes,,Mariah Carey,,,
Digital,Freegal,SONG,2016,6,1,One Way Punk,,Tokyo Ska Paradise Orchestra,,,
Digital,Freegal,SONG,2016,6,1,Rue Plumet - In My Life,,Les Miserables,,,
Physical,Horizon,BOOK,2016,6,5,The President's shadow / Brad Meltzer.,,"Meltzer, Brad","Archivists Fiction, Conspiracies Fiction, Murder Fiction, Washington D C Fiction, Political fiction, Suspense fiction","Grand Central Publishing,",2015.
Digital,OverDrive,EBOOK,2016,6,1,Above Us Only Sky: A Novel,,Michele Young-Stone,"Fiction, Literature","Simon & Schuster, Inc.",2015
Physical,Horizon,BOOK,2016,6,1,"James Turrell : a retrospective / Michael Govan and Christine Y. Kim ; with essays by Alison de Lima Greene, E.C. Krupp ; featuring photography by Florian Holzherr.",,"Govan, Michael","Turrell James Exhibitions, Turrell James Interviews","Los Angeles County Museum of Art ; DelMonico Books, imprint of Prestel,",©2013.
Physical,Horizon,VIDEODISC,2016,6,1,"Partes usadas [videorecording] = Used parts / 24 Frames ; Producciones Cinta Negra, Fondo para la Producción Cinematográfica de Calidad (FOPROCINE-México), Instituto Mexicano de Cinematografía (IMCINE), Alliance Films, ABS Film Company ; con el apoyo de Programa Ibermedia ; con la participacion de Fonds Sud Cinéma, CNC, Ministère des affaires étrangères ; producida por Aarón Fernández & Morteza Mohammadi ; guión y dirección, Aarón Fernández.",,,"Families Mexico Drama, Theft from motor vehicles Mexico Drama, Automobiles Parts Drama, Feature films, Fiction films, Motion pictures Spanish","Univision Communications, Inc.,",2009.
Physical,Horizon,BOOK,2016,6,1,"Thailand's beaches & islands / [contributors: Andrew Forbes, David Henley, Peter Holmshaw].",,"Forbes, Andrew D. W.","Islands Thailand Guidebooks, Beaches Thailand Guidebooks, Thailand Guidebooks","DK Publishing,",2014.
Digital,Freegal,SONG,2016,6,1,Looking Glass,,"Allan Holdsworth,Alan Pasqua,Jimmy Haslip,Chad Wackerman",,,
Physical,Horizon,BOOK,2016,6,1,Tennessee / Margaret Littman.,,"Littman, Margaret",Tennessee Guidebooks,"Avalon Travel,",2016.
Physical,Horizon,BOOK,2016,6,1,De Kooning : a retrospective / John Elderfield ; with Lauren Mahony ... [and others] ; edited by David Frankel.,,"De Kooning, Willem, 1904-1997",De Kooning Willem 1904 1997 Exhibitions,"Museum of Modern Art : Distributed in the U. S. by Distributed Art Publishers, Inc.,",c2011.
Physical,Horizon,SOUNDDISC,2016,6,1,The re-(w)rite of spring [sound recording].,,Mobtown Modern Big Band,"Big band music, Jazz 2001 2010","Innova,",p2012.
Physical,Horizon,BOOK,2016,6,2,"El cocodrilo al que no le gustaba el agua / Gemma Merino ; [traducción, Joana Delgado Sánchez].",,"Merino, Gemma","Crocodiles Juvenile fiction, Water Juvenile fiction, Crocodiles Fiction, Water Ficion, Spanish language materials","Ediciones Obelisco,",2015.
Digital,OverDrive,EBOOK,2016,6,3,"Death of a Dog Whisperer: Melanie Travis Mystery Series, Book 17",,Laurien Berenson,"Fiction, Mystery","Random House, Inc.",2015
Digital,OverDrive,EBOOK,2016,6,1,"The All-Star Joker: Ballpark Mystery Series, Book 5",,David A. Kelly,"Juvenile Fiction, Mystery","Random House, Inc.",2012
Physical,Horizon,BOOK,2016,6,1,Tooth & claw : the wild world of big predators / Jim Arnosky.,,"Arnosky, Jim","Carnivores, Predatory animals Juvenile literature, Carnivora Juvenile literature","Sterling Children's Books,",[2014]
Physical,Horizon,BOOK,2016,6,2,"Marvel zombies / writer, Robert Kirkman ; artist, Sean Phillips ; cover artist, Arthur Suydam.",,"Kirkman, Robert","Heroes Comic books strips etc, Zombies Comic books strips etc, Science fiction comic books strips etc, Graphic novels","Marvel,",2006.
Physical,Horizon,BOOK,2016,6,1,"Victorian London : the life of a city, 1840-1870 / Liza Picard.",,"Picard, Liza, 1927-","London England History 19th century, London England Social conditions 19th century","St. Martin's Press,",2006.
Physical,Horizon,SOUNDDISC,2016,6,1,Benjamin Franklin [sound recording] : an American life / by Walter Isaacson.,,"Isaacson, Walter","Franklin Benjamin 1706 1790, Statesmen United States Biography, United States Politics and government 1775 1783, United States Politics and government 1783 1789, Scientists United States Biography, Inventors United States Biography, Printers United States Biography","Recorded Books,",p2004.
Physical,Horizon,BOOK,2016,6,2,"Science fair : a story of mystery, danger, international suspense, and a very nervous frog / by Dave Barry and Ridley Pearson.",,"Barry, Dave","Middle schools Juvenile fiction, Schools Fiction, Science projects Juvenile fiction, Spies Fiction, Humorous stories","Disney Editions,",2008.
Digital,Hoopla,MUSIC,2016,6,1,Chimes Of Freedom: The Songs Of Bob Dylan Honoring 50 Years Of Amnesty International,,,Pop,Amnesty International,
Physical,Horizon,BOOK,2016,6,13,"Pancakes, pancakes! / by Eric Carle.",,"Carle, Eric","Pancakes waffles etc Juvenile fiction, Cooking Juvenile fiction","Simon Spotlight,","2013, c1990."
Digital,OverDrive,AUDIOBOOK,2016,6,1,The Tattooed Girl: A Novel (unabridged),,Joyce Carol Oates,Fiction,"Blackstone Audio, Inc.",2006
Physical,Horizon,BOOK,2016,6,1,Deep time / Ian Douglas.,,"Douglas, Ian, 1950-","Space warfare Fiction, Presidents United States Fiction, Human alien encounters Fiction, Time Fiction, Betrayal Fiction, Science fiction, War stories","Harper Voyager,",2015.
Physical,Horizon,VIDEODISC,2016,6,1,"Owl and the sparrow [videorecording] = Cú vá chim se sẻ / Wave Releasing ; Annam Pictures in association with Chanh Phuong Films ; producers, Nguyen Van Quan, Doan Nhat Nam, Stephane Gauger ; writer and director, Stephane Gauger.",,,"Ho Chi Minh City Vietnam Drama, Orphans Drama, Feature films, Fiction films","Image Entertainment,",[2010]
Physical,Horizon,SOUNDDISC,2016,6,1,The ghetto blaster EP [sound recording] / Street Sweeper Social Club.,,Street Sweeper Social Club.,"Rock music 2001 2010, Rap Music","Street Sweeper Social Club,",p2010.
Physical,Horizon,BOOK,2016,6,1,"Making toys for preschool children : using ordinary stuff for extraordinary play / Linda G. Miller, and Mary Jo Gibbs ; [illustrated by Kathy Dobbs].",,"Miller, Linda G.","Educational toys, Educational games, Education Preschool Activity programs","Gryphon House,",c2002.
Digital,OverDrive,EBOOK,2016,6,1,"How to Not Write Bad: The Most Common Writing Problems, and the Best Ways to Avoid Them",,Ben Yagoda,"Language Arts, Nonfiction","Penguin Group (USA), Inc.",2013
Digital,OverDrive,AUDIOBOOK,2016,6,6,The Prime Minister's Secret Agent: A Maggie Hope Mystery (unabridged),,Susan Elia MacNeal,"Fiction, Historical Fiction, Mystery",Books on Tape,2014
Physical,Horizon,BOOK,2016,6,10,The LEGO neighborhood book : build your own town! / Brian Lyles and Jason Lyles.,,"Lyles, Brian","Neighborhoods Models Juvenile literature, City planning Juvenile literature, LEGO toys Juvenile literature, Neighborhoods Models, City planning, LEGO toys","No Starch Press, Inc.,",[2014]
Physical,Horizon,BOOK,2016,6,1,Shugo chara! 1 / Peach-Pit ; translated by June Kato ; adapted by David Walsh ; lettered by North Market Street Graphics.,,Peach-Pit (Group),"Magic Comic books strips etc, Self realization Comic books strips etc, Comic books strips etc, Graphic novels","Del Rey/Ballantine Books,",c2013.
Physical,Horizon,BOOK,2016,6,2,Garbage helps our garden grow : a compost story / story by Linda Glaser ; photography by Shelley Rotner.,,"Glaser, Linda",Compost Juvenile literature,"Millbrook Press,",2010.
Digital,OverDrive,EBOOK,2016,6,1,Sticks and Stones: Defeating the Culture of Bullying and Rediscovering the Power of Character and Empathy,,Emily Bazelon,"Education, Family & Relationships, Nonfiction, Psychology","Random House, Inc.",2013
Physical,Horizon,BOOK,2016,6,2,Chinese demystified : hard stuff made easy / Claudia Ross.,,"Ross, Claudia","Chinese language Textbooks for foreign speakers English, Chinese language Problems exercises etc, Chinese language Self instruction","McGraw-Hill,",c2011.
Digital,Freegal,SONG,2016,6,1,Mickey's Monkey,,,,,
Physical,Horizon,VIDEODISC,2016,6,6,"The little ghost [videorecording] / eine Claussen+Wobke+Putz filmproduktion ; in koproduktion mit Zodiac Pictures, Universum Film und B.A. Produktion ; sowie mit Zweites Deutsches Fernsehen, SRF und Teleclub ; gefördert durch FilmFernsehFonds Bayern, Mitteldeutsche Medienförderung, Filmförderungsanstalt, Beauftragter der Bundesregierung fur Kultur und Medien, Kuratorium junger deutscher Film, Deutscher Filmförderfonds, Media Programm der Europaischen Union, Bundesamt fur Kultur (EDI), Zurcher Filmstiftung ;  drehbuch, Martin Ritzenhoff ; regie, Alain Gsponer.",,,"Spirits Juvenile drama, Feature films, Childrens films, Fantasy films, Fiction films, Video recordings for the hearing impaired","Vertical Entertainment,",[2014]
Physical,Horizon,VIDEODISC,2016,6,3,Yoga for health. Depression & gastro intestinal ailments [videorecording].,,,"Hatha yoga, Depression Mental Treatment, Gastrointestinal system Diseases Treatment, Instructional films","Vanguard : Anderson Digital,",c2013.
Physical,Horizon,BOOK,2016,6,2,The world below : a novel / Sue Miller.,,"Miller, Sue, 1943-","Inheritance and succession Fiction, Home ownership Fiction, Married people Fiction, Grandmothers Fiction, Divorce Fiction, Vermont Fiction, Psychological fiction, Domestic fiction","Alfred A. Knopf : Distributed by Random House,",2001.
Physical,Horizon,BOOK,2016,6,4,A couple of boys have the best week ever / Marla Frazee.,,"Frazee, Marla","Vacations Juvenile fiction, Friendship Fiction, Grandparents Juvenile fiction, Beaches Juvenile fiction","Harcourt,",2008.
Physical,Horizon,BOOK,2016,6,1,Having our say the Delany sisters first 100 years,,,"Delaney family, Delany Sarah Louise 1889 1999, Delany Annie Elizabeth 1891 1995, African Americans Biography, Centenarians United States Biography, United States Race relations",,
Physical,Horizon,BOOK,2016,6,1,Whipping girl : a transsexual woman on sexism and the scapegoating of femininity / Julia Serano.,,"Serano, Julia","Transsexualism, Transsexuals, Feminism","Seal Press,",[2016]
Physical,Horizon,SOUNDDISC,2016,6,9,Sketches of Spain [sound recording] / Miles Davis.,,"Davis, Miles","Jazz 1951 1960, Trumpet music Jazz","Columbia/Legacy,",p1997.
Physical,Horizon,BOOK,2016,6,2,Scranimals / poems by Jack Prelutsky ; pictures by Peter Sís.,,"Prelutsky, Jack","Nonsense verses American Juvenile literature, Childrens poetry American Juvenile literature, Animals Poetry, Humorous poetry Juvenile literature, American poetry Juvenile literature","Greenwillow Books,",c2002.
Physical,Horizon,BOOK,2016,6,1,"To burgundy and back again : a tale of wine, France, and brotherhood / Roy Cloud.",,"Cloud, Roy","Wine and wine making France, Terroir France, Wine districts France, Cloud Roy Travel France, Cloud Joe Travel France, France Description and travel","Lyons Press,",c2011.
Physical,Horizon,BOOK,2016,6,1,Dark star : a novel / Alan Furst.,,"Furst, Alan","Europe History 1918 1945 Fiction, Historical fiction, Spy stories","Random House Trade Paperbacks,",2002.
Physical,Horizon,BOOK,2016,6,1,"Found poems / Bern Porter ; [foreword, David Byrne ; introduction, Joel A. Lipman ; afterword, Mark Melnicove].",,"Porter, Bern, 1911-2004","Porter Bern 1911 2004, Found poetry American, Found objects Art, Visual poetry American, Concrete poetry American",Nightboat Books,c2011.
Physical,Horizon,BOOK,2016,6,41,Uncataloged Folder or Bag--UNI,,,,,
Physical,Horizon,BOOK,2016,6,1,Ninety-two in the shade / Thomas McGuane.,,"McGuane, Thomas","Fishing guides Florida Key West Fiction, Key West Fla Fiction","Vintage Books,",1995.
Digital,OverDrive,EBOOK,2016,6,9,"Runaway Vampire: The Argeneau Family Series, Book 23",,Lynsay Sands,"Fantasy, Fiction, Romance, Thriller",HarperCollins Publishers Inc.,2016
Digital,OverDrive,EBOOK,2016,6,1,"The Mystic Rose: The Celtic Crusades Series, Book 3",,Stephen R. Lawhead,"Fantasy, Fiction",HarperCollins Publishers Inc.,2011
Digital,OverDrive,EBOOK,2016,6,1,"A Perfect Hero: Sterling Family Series, Book 3",,Samantha James,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2009
Physical,Horizon,BOOK,2016,6,2,Snow Angel Cove / RaeAnne Thayne.,,"Thayne, RaeAnne","Traffic accidents Fiction, Small cities Fiction, Man woman relationships Fiction, Romance fiction, Christmas stories","Harlequin HQN,",[2014]
